지점번호,지점명,일시,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각,
108,서울,2022-01-09,,,,
108,서울,2022-01-10,0.9,,,
108,서울,2022-01-11,0.2,,,
108,서울,2022-01-12,,,,
108,서울,2022-01-13,,,,
108,서울,2022-01-14,,,,
108,서울,2022-01-15,0,,,
108,서울,2022-01-16,0,,,
108,서울,2022-01-17,0.5,,,
108,서울,2022-01-18,,,,
108,서울,2022-01-19,1.7,,,
108,서울,2022-01-20,,,,
108,서울,2022-01-21,,,,
108,서울,2022-01-22,,,,
108,서울,2022-01-23,,,,
108,서울,2022-01-24,,,,
108,서울,2022-01-25,0.7,,,
108,서울,2022-01-26,,,,
108,서울,2022-01-27,,,,
108,서울,2022-01-28,,,,
108,서울,2022-01-29,,,,
108,서울,2022-01-30,,,,
108,서울,2022-01-31,1.2,,,
108,서울,2022-02-01,1.7,,,
108,서울,2022-02-02,,,,
108,서울,2022-02-03,,,,
108,서울,2022-02-04,0,,,
108,서울,2022-02-05,,,,
108,서울,2022-02-06,,,,
108,서울,2022-02-07,,,,
108,서울,2022-02-08,,,,
108,서울,2022-02-09,,,,
108,서울,2022-02-10,,,,
108,서울,2022-02-11,,,,
108,서울,2022-02-12,,,,
108,서울,2022-02-13,,,,
108,서울,2022-02-14,1.7,,,
108,서울,2022-02-15,0,,,
108,서울,2022-02-16,0,,,
108,서울,2022-02-17,,,,
108,서울,2022-02-18,,,,
108,서울,2022-02-19,0.1,,,
108,서울,2022-02-20,,,,
108,서울,2022-02-21,0.1,,,
108,서울,2022-02-22,,,,
108,서울,2022-02-23,,,,
108,서울,2022-02-24,,,,
108,서울,2022-02-25,,,,
108,서울,2022-02-26,1.1,,,
108,서울,2022-02-27,,,,
108,서울,2022-02-28,,,,
108,서울,2022-03-01,2.3,,,
108,서울,2022-03-02,,,,
108,서울,2022-03-03,,,,
108,서울,2022-03-04,,,,
108,서울,2022-03-05,,,,
108,서울,2022-03-06,,,,
108,서울,2022-03-07,,,,
108,서울,2022-03-08,,,,
108,서울,2022-03-09,,,,
108,서울,2022-03-10,,,,
108,서울,2022-03-11,,,,
108,서울,2022-03-12,2.6,,,
108,서울,2022-03-13,42.1,,,
108,서울,2022-03-14,8.7,,,
108,서울,2022-03-15,,,,
108,서울,2022-03-16,,,,
108,서울,2022-03-17,1.2,,,
108,서울,2022-03-18,0,,,
108,서울,2022-03-19,14.6,,,
108,서울,2022-03-20,0,,,
108,서울,2022-03-21,,,,
108,서울,2022-03-22,,,,
108,서울,2022-03-23,,,,
108,서울,2022-03-24,,,,
108,서울,2022-03-25,10.9,,,
108,서울,2022-03-26,19.8,,,
108,서울,2022-03-27,,,,
108,서울,2022-03-28,,,,
108,서울,2022-03-29,,,,
108,서울,2022-03-30,0.4,,,
108,서울,2022-03-31,,,,
108,서울,2022-04-01,,,,
108,서울,2022-04-02,,,,
108,서울,2022-04-03,,,,
108,서울,2022-04-04,,,,
108,서울,2022-04-05,,,,
108,서울,2022-04-06,,,,
108,서울,2022-04-07,,,,
108,서울,2022-04-08,,,,
108,서울,2022-04-09,0.5,0.5,7:10,
108,서울,2022-04-10,,,,
108,서울,2022-04-11,,,,
108,서울,2022-04-12,0.5,0.4,20:38,
108,서울,2022-04-13,1.3,0.8,1:28,
108,서울,2022-04-14,,,,
108,서울,2022-04-15,,,,
108,서울,2022-04-16,,,,
108,서울,2022-04-17,,,,
108,서울,2022-04-18,,,,
108,서울,2022-04-19,,,,
108,서울,2022-04-20,,,,
108,서울,2022-04-21,,,,7:10
108,서울,2022-04-22,,,,
108,서울,2022-04-23,,,,
108,서울,2022-04-24,0.3,0.2,,20:38
108,서울,2022-04-25,1.3,0.3,5:29,1:28
108,서울,2022-04-26,1,0.8,2:37,
108,서울,2022-04-27,,,,
108,서울,2022-04-28,0,0,,
108,서울,2022-04-29,15.5,4,4:23,
108,서울,2022-04-30,,,,
108,서울,2022-05-01,,,,
108,서울,2022-05-02,,,,
108,서울,2022-05-03,,,,
108,서울,2022-05-04,,,,
108,서울,2022-05-05,,,,
108,서울,2022-05-06,,,,
108,서울,2022-05-07,0.5,0.2,,5:29
108,서울,2022-05-08,2,1.1,21:10,2:37
108,서울,2022-05-09,,,,
108,서울,2022-05-10,0,0,,
108,서울,2022-05-11,0,0,,4:23
108,서울,2022-05-12,,,,
108,서울,2022-05-13,,,,
108,서울,2022-05-14,,,,
108,서울,2022-05-15,,,,
108,서울,2022-05-16,,,,
108,서울,2022-05-17,,,,
108,서울,2022-05-18,1.5,1.5,8:53,
108,서울,2022-05-19,,,,
108,서울,2022-05-20,,,,21:10
108,서울,2022-05-21,,,,
108,서울,2022-05-22,,,,
108,서울,2022-05-23,,,,
108,서울,2022-05-24,,,,
108,서울,2022-05-25,3.5,2.9,21:00,
108,서울,2022-05-26,0,0,,
108,서울,2022-05-27,0,0,,
108,서울,2022-05-28,,,,
108,서울,2022-05-29,,,,
108,서울,2022-05-30,0,0,,8:53
108,서울,2022-05-31,,,,
108,서울,2022-06-01,,,,
108,서울,2022-06-02,,,,
108,서울,2022-06-03,,,,
108,서울,2022-06-04,,,,
108,서울,2022-06-05,0,0,,
108,서울,2022-06-06,4.3,1.7,6:38,21:00
108,서울,2022-06-07,0,0,,
108,서울,2022-06-08,,,,
108,서울,2022-06-09,2.6,2.5,12:45,
108,서울,2022-06-10,1.2,1.2,13:38,
108,서울,2022-06-11,,,,
108,서울,2022-06-12,,,,
108,서울,2022-06-13,18,15.5,4:00,
108,서울,2022-06-14,0,0,,
108,서울,2022-06-15,18.5,5.8,1:44,
108,서울,2022-06-16,0.7,0.3,0:35,
108,서울,2022-06-17,,,,
